age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,poutcome,nr.employed,Subscribed
39,admin.,married,university.degree,unknown,unknown,cellular,apr,fri,198,2,999,failure,5099.1,no
30,technician,single,professional.course,yes,no,cellular,apr,fri,346,2,999,nonexistent,5099.1,no
36,admin.,single,high.school,yes,no,cellular,apr,fri,508,3,999,nonexistent,5099.1,no
37,management,divorced,professional.course,yes,no,cellular,apr,fri,115,2,999,failure,5099.1,no
37,admin.,married,high.school,no,yes,cellular,apr,fri,463,1,999,failure,5099.1,no
42,services,married,high.school,yes,yes,telephone,apr,fri,73,1,999,failure,5099.1,no
40,self-employed,married,university.degree,no,no,cellular,apr,fri,775,1,999,nonexistent,5099.1,no
36,admin.,single,high.school,yes,no,cellular,apr,fri,140,1,999,nonexistent,5099.1,no
41,blue-collar,married,basic.4y,no,no,cellular,apr,fri,100,2,999,nonexistent,5099.1,no
45,services,single,unknown,no,no,cellular,apr,fri,301,1,999,nonexistent,5099.1,no
36,blue-collar,married,unknown,no,no,cellular,apr,fri,231,2,999,nonexistent,5099.1,no
33,management,married,basic.9y,no,no,cellular,apr,fri,727,2,999,nonexistent,5099.1,no
42,admin.,married,unknown,no,no,cellular,apr,fri,42,3,999,nonexistent,5099.1,no
31,services,single,high.school,no,no,cellular,apr,fri,160,1,999,nonexistent,5099.1,no
42,blue-collar,single,unknown,yes,no,cellular,apr,fri,130,1,999,failure,5099.1,no
35,admin.,married,university.degree,no,no,cellular,apr,fri,222,1,999,nonexistent,5099.1,no
35,blue-collar,married,basic.9y,no,no,cellular,apr,fri,402,1,999,nonexistent,5099.1,no
39,admin.,single,high.school,no,no,cellular,apr,fri,297,1,999,nonexistent,5099.1,no
37,admin.,married,high.school,yes,no,cellular,apr,fri,207,1,999,nonexistent,5099.1,no
41,unemployed,married,basic.9y,no,no,cellular,apr,fri,135,1,999,failure,5099.1,no
56,blue-collar,unknown,basic.4y,no,no,cellular,apr,fri,422,1,999,nonexistent,5099.1,no
29,blue-collar,single,basic.9y,no,no,cellular,apr,fri,22,1,999,failure,5099.1,no
44,entrepreneur,married,university.degree,yes,no,cellular,apr,fri,1034,2,999,nonexistent,5099.1,no
40,admin.,married,high.school,yes,no,cellular,apr,fri,326,1,999,failure,5099.1,no
36,blue-collar,married,basic.6y,yes,yes,cellular,apr,fri,91,1,999,nonexistent,5099.1,no
30,services,single,high.school,yes,no,telephone,apr,fri,40,1,999,nonexistent,5099.1,no
32,management,single,university.degree,yes,yes,cellular,apr,fri,333,3,999,nonexistent,5099.1,no
33,admin.,single,university.degree,no,no,cellular,apr,fri,326,3,999,nonexistent,5099.1,no
45,blue-collar,married,basic.9y,no,no,cellular,apr,fri,99,3,999,failure,5099.1,no
42,blue-collar,married,basic.6y,yes,no,cellular,apr,fri,240,2,999,nonexistent,5099.1,no
39,technician,married,basic.6y,no,yes,cellular,apr,fri,158,1,999,nonexistent,5099.1,no
34,blue-collar,married,professional.course,no,no,cellular,apr,fri,365,1,999,nonexistent,5099.1,no
41,technician,married,professional.course,no,no,cellular,apr,fri,219,1,999,nonexistent,5099.1,no
37,technician,divorced,high.school,no,no,cellular,apr,fri,188,1,999,nonexistent,5099.1,no
29,student,single,professional.course,yes,no,cellular,apr,fri,96,2,999,failure,5099.1,no
41,blue-collar,married,basic.6y,no,no,cellular,apr,fri,412,1,999,failure,5099.1,no
51,housemaid,divorced,high.school,no,no,cellular,apr,fri,145,2,999,nonexistent,5099.1,no
44,management,married,professional.course,no,no,cellular,apr,fri,65,1,999,failure,5099.1,no
34,housemaid,divorced,university.degree,unknown,unknown,cellular,apr,fri,182,2,999,failure,5099.1,no
41,admin.,divorced,high.school,yes,no,cellular,apr,fri,114,3,999,nonexistent,5099.1,no
41,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,194,2,999,nonexistent,5099.1,no
47,admin.,married,university.degree,yes,yes,cellular,apr,fri,126,2,999,nonexistent,5099.1,no
50,technician,married,professional.course,no,no,cellular,apr,fri,93,1,999,nonexistent,5099.1,no
28,admin.,single,university.degree,no,no,cellular,apr,fri,69,1,999,nonexistent,5099.1,no
36,admin.,divorced,high.school,no,no,cellular,apr,fri,165,3,999,nonexistent,5099.1,no
44,admin.,single,university.degree,yes,no,cellular,apr,fri,395,2,999,nonexistent,5099.1,no
34,blue-collar,married,professional.course,no,no,cellular,apr,fri,345,2,999,nonexistent,5099.1,no
44,admin.,single,university.degree,no,no,cellular,apr,fri,815,2,999,nonexistent,5099.1,no
43,blue-collar,married,basic.9y,no,yes,cellular,apr,fri,147,3,999,failure,5099.1,no
48,admin.,married,basic.4y,yes,no,cellular,apr,fri,224,3,999,failure,5099.1,no
41,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,150,2,999,failure,5099.1,no
25,student,married,university.degree,no,yes,cellular,apr,fri,74,2,999,nonexistent,5099.1,no
33,technician,single,high.school,no,no,cellular,apr,fri,124,2,999,nonexistent,5099.1,no
53,admin.,married,university.degree,yes,no,cellular,apr,fri,771,1,999,nonexistent,5099.1,no
45,housemaid,married,university.degree,yes,no,telephone,apr,fri,460,2,999,failure,5099.1,no
49,services,divorced,high.school,no,no,cellular,apr,fri,300,3,999,failure,5099.1,no
36,technician,married,professional.course,yes,no,cellular,apr,fri,17,4,999,nonexistent,5099.1,no
33,self-employed,single,university.degree,yes,no,cellular,apr,fri,254,2,999,nonexistent,5099.1,no
47,management,married,professional.course,yes,no,cellular,apr,fri,239,2,999,failure,5099.1,no
30,technician,single,professional.course,no,no,cellular,apr,fri,73,2,999,nonexistent,5099.1,no
29,services,single,high.school,no,no,cellular,apr,fri,473,2,999,failure,5099.1,no
31,admin.,married,high.school,yes,no,cellular,apr,fri,139,2,999,nonexistent,5099.1,no
59,admin.,divorced,university.degree,yes,no,cellular,apr,fri,128,3,999,nonexistent,5099.1,no
33,admin.,single,high.school,no,no,cellular,apr,fri,405,2,999,nonexistent,5099.1,no
38,services,married,high.school,no,no,cellular,apr,fri,52,2,999,nonexistent,5099.1,no
34,unemployed,married,basic.9y,yes,no,cellular,apr,fri,153,3,999,nonexistent,5099.1,no
48,unemployed,married,high.school,yes,no,cellular,apr,fri,370,3,999,nonexistent,5099.1,no
47,technician,divorced,university.degree,no,yes,cellular,apr,fri,642,2,999,failure,5099.1,no
38,technician,married,professional.course,no,no,cellular,apr,fri,232,2,999,nonexistent,5099.1,no
34,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,333,2,999,nonexistent,5099.1,no
36,admin.,single,high.school,yes,no,cellular,apr,fri,413,2,999,nonexistent,5099.1,no
33,blue-collar,married,basic.4y,no,yes,cellular,apr,fri,163,2,999,nonexistent,5099.1,no
36,blue-collar,married,basic.9y,no,no,telephone,apr,fri,599,4,999,nonexistent,5099.1,no
31,admin.,married,high.school,no,no,cellular,apr,fri,246,2,999,nonexistent,5099.1,no
36,technician,married,professional.course,no,no,cellular,apr,fri,322,2,999,nonexistent,5099.1,no
28,technician,single,university.degree,no,no,cellular,apr,fri,232,2,999,nonexistent,5099.1,no
75,housemaid,divorced,basic.4y,no,no,cellular,apr,fri,95,4,999,nonexistent,5099.1,no
37,technician,married,professional.course,no,no,cellular,apr,fri,181,2,999,nonexistent,5099.1,no
30,services,single,professional.course,yes,no,cellular,apr,fri,186,2,999,nonexistent,5099.1,no
47,technician,single,university.degree,no,no,cellular,apr,fri,115,2,999,nonexistent,5099.1,no
37,admin.,married,high.school,yes,no,cellular,apr,fri,598,1,999,failure,5099.1,no
36,admin.,divorced,high.school,yes,no,cellular,apr,fri,323,2,999,failure,5099.1,no
36,entrepreneur,married,basic.9y,yes,no,cellular,apr,fri,273,2,999,failure,5099.1,no
43,blue-collar,married,basic.6y,yes,no,cellular,apr,fri,160,2,999,nonexistent,5099.1,no
28,services,married,high.school,no,no,cellular,apr,fri,134,3,999,nonexistent,5099.1,no
57,retired,married,basic.6y,no,no,cellular,apr,fri,203,2,999,failure,5099.1,no
51,blue-collar,married,basic.9y,no,no,cellular,apr,fri,541,2,999,failure,5099.1,no
40,blue-collar,single,basic.6y,no,yes,cellular,apr,fri,266,2,999,nonexistent,5099.1,no
33,admin.,married,high.school,no,no,cellular,apr,fri,220,6,999,nonexistent,5099.1,no
37,services,married,high.school,no,no,cellular,apr,fri,606,2,1,success,5099.1,no
48,services,single,high.school,no,no,cellular,apr,fri,105,3,999,nonexistent,5099.1,no
60,admin.,married,university.degree,no,no,cellular,apr,fri,246,3,999,nonexistent,5099.1,no
37,entrepreneur,married,basic.4y,yes,no,cellular,apr,fri,1130,3,999,nonexistent,5099.1,no
39,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,156,2,999,nonexistent,5099.1,no
44,services,single,high.school,no,no,cellular,apr,fri,276,2,999,failure,5099.1,no
49,admin.,divorced,high.school,unknown,unknown,cellular,apr,fri,88,3,999,nonexistent,5099.1,no
40,blue-collar,single,basic.6y,yes,no,cellular,apr,fri,155,3,999,failure,5099.1,no
39,services,married,high.school,no,no,cellular,apr,fri,185,2,999,nonexistent,5099.1,no
39,management,single,university.degree,no,no,cellular,apr,fri,278,1,999,nonexistent,5099.1,no
31,entrepreneur,married,university.degree,yes,no,cellular,apr,fri,273,2,999,failure,5099.1,no
55,management,married,university.degree,no,no,cellular,apr,fri,171,2,999,nonexistent,5099.1,no
42,admin.,single,high.school,no,no,cellular,apr,fri,166,2,999,nonexistent,5099.1,no
24,services,single,high.school,no,yes,cellular,apr,fri,1426,2,999,failure,5099.1,no
47,admin.,married,basic.9y,yes,yes,cellular,apr,fri,795,3,999,failure,5099.1,no
49,admin.,single,basic.6y,yes,yes,cellular,apr,fri,441,2,999,nonexistent,5099.1,no
37,services,married,high.school,yes,yes,cellular,apr,fri,398,2,999,nonexistent,5099.1,no
32,services,married,high.school,no,yes,cellular,apr,fri,340,2,999,nonexistent,5099.1,no
31,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,308,2,999,nonexistent,5099.1,no
36,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,218,4,999,nonexistent,5099.1,no
37,management,divorced,high.school,yes,no,cellular,apr,fri,647,2,999,nonexistent,5099.1,no
41,admin.,married,high.school,no,yes,cellular,apr,fri,57,2,999,nonexistent,5099.1,no
30,student,single,professional.course,no,yes,cellular,apr,fri,170,2,999,failure,5099.1,no
45,blue-collar,married,unknown,yes,no,cellular,apr,fri,666,3,999,failure,5099.1,no
38,technician,married,basic.4y,no,yes,cellular,apr,fri,244,2,999,nonexistent,5099.1,no
35,admin.,single,high.school,no,no,cellular,apr,fri,146,2,5,success,5099.1,no
37,technician,divorced,high.school,no,yes,telephone,apr,fri,318,2,999,nonexistent,5099.1,no
55,admin.,divorced,high.school,unknown,unknown,cellular,apr,fri,278,2,999,nonexistent,5099.1,no
33,admin.,single,university.degree,no,no,cellular,apr,fri,426,5,999,failure,5099.1,no
35,blue-collar,married,basic.6y,no,yes,cellular,apr,fri,229,3,999,nonexistent,5099.1,no
38,admin.,single,high.school,yes,no,cellular,apr,fri,74,2,999,failure,5099.1,no
37,blue-collar,married,basic.9y,no,yes,cellular,apr,fri,1184,2,999,nonexistent,5099.1,no
41,admin.,single,unknown,yes,no,cellular,apr,fri,464,2,999,nonexistent,5099.1,no
35,admin.,single,university.degree,yes,no,cellular,apr,fri,334,2,999,failure,5099.1,no
38,blue-collar,married,basic.9y,no,yes,cellular,apr,fri,61,2,999,failure,5099.1,no
37,blue-collar,divorced,basic.4y,no,no,cellular,apr,fri,2053,2,999,nonexistent,5099.1,no
46,entrepreneur,married,professional.course,no,yes,cellular,apr,fri,69,2,999,nonexistent,5099.1,no
42,services,married,high.school,no,no,cellular,apr,fri,277,2,999,nonexistent,5099.1,no
36,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,1064,3,999,failure,5099.1,no
46,blue-collar,single,basic.4y,unknown,unknown,cellular,apr,fri,163,2,999,failure,5099.1,no
40,services,divorced,high.school,yes,no,telephone,apr,fri,501,3,999,nonexistent,5099.1,no
36,admin.,single,high.school,yes,no,cellular,apr,fri,245,5,999,nonexistent,5099.1,no
29,entrepreneur,single,university.degree,yes,no,cellular,apr,fri,738,2,999,nonexistent,5099.1,no
55,retired,married,high.school,yes,no,cellular,apr,fri,87,2,999,failure,5099.1,no
43,blue-collar,married,basic.6y,no,no,cellular,apr,fri,335,2,999,nonexistent,5099.1,no
34,blue-collar,divorced,basic.4y,no,no,cellular,apr,fri,204,5,999,nonexistent,5099.1,no
34,management,divorced,professional.course,yes,no,cellular,apr,fri,140,2,999,nonexistent,5099.1,no
33,technician,married,professional.course,yes,no,cellular,apr,fri,446,2,999,nonexistent,5099.1,no
40,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,179,2,999,nonexistent,5099.1,no
32,blue-collar,single,high.school,no,no,cellular,apr,fri,151,4,999,failure,5099.1,no
46,entrepreneur,married,professional.course,yes,yes,cellular,apr,fri,65,3,999,nonexistent,5099.1,no
40,blue-collar,married,basic.6y,no,no,cellular,apr,fri,174,2,999,nonexistent,5099.1,no
40,admin.,married,university.degree,yes,no,cellular,apr,fri,489,3,999,nonexistent,5099.1,no
29,entrepreneur,single,university.degree,no,no,cellular,apr,fri,758,2,999,nonexistent,5099.1,no
36,services,married,high.school,no,no,cellular,apr,fri,469,3,999,nonexistent,5099.1,no
27,unemployed,single,basic.9y,no,no,cellular,apr,fri,48,2,999,failure,5099.1,no
40,services,married,high.school,no,no,cellular,apr,fri,368,6,999,failure,5099.1,no
29,admin.,single,university.degree,no,no,telephone,apr,fri,48,2,999,nonexistent,5099.1,no
42,blue-collar,single,unknown,no,no,cellular,apr,fri,54,2,999,nonexistent,5099.1,no
53,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,342,2,999,nonexistent,5099.1,no
46,management,married,university.degree,no,no,cellular,apr,fri,183,3,999,failure,5099.1,no
33,services,single,high.school,yes,no,cellular,apr,fri,73,2,999,nonexistent,5099.1,no
43,blue-collar,married,basic.6y,no,no,cellular,apr,fri,315,2,999,nonexistent,5099.1,no
22,student,single,high.school,yes,no,cellular,apr,fri,14,3,999,nonexistent,5099.1,no
26,technician,single,professional.course,yes,no,telephone,apr,fri,100,2,999,nonexistent,5099.1,no
34,admin.,divorced,high.school,yes,yes,cellular,apr,fri,238,2,999,nonexistent,5099.1,no
35,blue-collar,married,professional.course,no,no,cellular,apr,fri,317,2,999,failure,5099.1,no
40,admin.,single,high.school,yes,no,cellular,apr,fri,202,3,999,failure,5099.1,no
37,blue-collar,single,basic.6y,yes,no,cellular,apr,fri,99,2,999,nonexistent,5099.1,no
41,blue-collar,married,unknown,yes,no,cellular,apr,fri,50,2,999,failure,5099.1,no
29,admin.,divorced,basic.9y,yes,no,cellular,apr,fri,321,2,999,nonexistent,5099.1,no
36,admin.,single,high.school,yes,no,cellular,apr,fri,202,2,999,nonexistent,5099.1,no
39,management,married,university.degree,no,yes,cellular,apr,fri,177,3,999,nonexistent,5099.1,no
42,services,divorced,unknown,no,no,cellular,apr,fri,211,2,999,failure,5099.1,no
22,admin.,married,high.school,no,yes,cellular,apr,fri,108,2,999,failure,5099.1,no
35,blue-collar,married,basic.6y,no,no,cellular,apr,fri,672,3,999,nonexistent,5099.1,no
44,blue-collar,single,basic.9y,yes,no,cellular,apr,fri,225,3,999,failure,5099.1,no
39,management,single,university.degree,no,no,cellular,apr,fri,952,2,999,failure,5099.1,no
45,blue-collar,married,unknown,no,no,cellular,apr,fri,119,2,999,nonexistent,5099.1,no
38,management,divorced,university.degree,no,yes,cellular,apr,fri,131,2,999,nonexistent,5099.1,no
34,technician,married,professional.course,yes,no,cellular,apr,fri,171,2,999,nonexistent,5099.1,no
36,technician,married,professional.course,no,yes,cellular,apr,fri,239,2,999,nonexistent,5099.1,no
36,admin.,single,high.school,no,no,cellular,apr,fri,193,3,999,nonexistent,5099.1,no
42,services,single,high.school,no,no,cellular,apr,fri,544,3,999,failure,5099.1,no
41,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,1038,2,999,nonexistent,5099.1,no
40,self-employed,married,university.degree,no,no,cellular,apr,fri,625,3,999,nonexistent,5099.1,no
31,student,single,high.school,yes,no,cellular,apr,fri,756,3,999,nonexistent,5099.1,no
41,blue-collar,married,basic.4y,no,no,cellular,apr,fri,191,4,999,failure,5099.1,no
40,entrepreneur,married,basic.9y,yes,no,cellular,apr,fri,1013,2,999,nonexistent,5099.1,no
33,admin.,divorced,high.school,no,no,telephone,apr,fri,392,3,999,nonexistent,5099.1,no
49,technician,married,unknown,no,no,cellular,apr,fri,119,3,999,nonexistent,5099.1,no
50,management,married,basic.6y,no,no,cellular,apr,fri,324,4,999,nonexistent,5099.1,no
36,blue-collar,married,basic.6y,no,no,cellular,apr,fri,427,2,999,failure,5099.1,no
34,technician,divorced,professional.course,yes,yes,cellular,apr,fri,180,2,999,failure,5099.1,no
43,blue-collar,married,basic.6y,no,no,cellular,apr,fri,200,2,999,nonexistent,5099.1,no
29,admin.,divorced,university.degree,yes,no,cellular,apr,fri,660,3,999,nonexistent,5099.1,no
35,blue-collar,married,professional.course,yes,yes,telephone,apr,fri,114,2,999,nonexistent,5099.1,no
36,services,married,high.school,no,no,cellular,apr,fri,291,4,999,failure,5099.1,no
39,admin.,married,university.degree,no,yes,cellular,apr,fri,72,2,999,failure,5099.1,no
41,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,184,4,999,nonexistent,5099.1,no
39,admin.,married,high.school,yes,no,cellular,apr,fri,479,2,999,nonexistent,5099.1,no
33,blue-collar,married,high.school,yes,no,cellular,apr,mon,114,2,999,nonexistent,5099.1,no
37,blue-collar,married,high.school,yes,no,cellular,apr,mon,196,2,999,failure,5099.1,no
33,technician,single,professional.course,no,no,cellular,apr,mon,148,2,999,nonexistent,5099.1,no
34,admin.,married,basic.9y,yes,no,cellular,apr,mon,12,5,999,nonexistent,5099.1,no
37,services,married,high.school,yes,yes,cellular,apr,mon,345,2,999,nonexistent,5099.1,no
38,services,married,high.school,no,no,cellular,apr,mon,95,3,999,failure,5099.1,no
32,admin.,married,high.school,no,no,cellular,apr,mon,9,5,999,nonexistent,5099.1,no
58,technician,married,professional.course,yes,no,cellular,apr,mon,483,2,999,nonexistent,5099.1,no
34,self-employed,single,university.degree,yes,yes,cellular,apr,mon,152,2,999,nonexistent,5099.1,no
36,technician,single,professional.course,yes,no,cellular,apr,mon,415,2,999,nonexistent,5099.1,no
46,entrepreneur,married,basic.4y,yes,no,cellular,apr,mon,630,3,999,nonexistent,5099.1,no
60,retired,married,basic.6y,yes,yes,telephone,apr,mon,384,5,999,nonexistent,5099.1,no
32,technician,married,professional.course,no,no,cellular,apr,mon,322,2,999,failure,5099.1,no
38,blue-collar,married,basic.4y,no,yes,cellular,apr,mon,287,3,999,nonexistent,5099.1,no
